text1	text2	label
it 's all set .	the extraterrestrials who had the mission to develop humanity ?	0
agreed ?	deal ?	1
adam : ziva was here .	i wo n't be needing that .	0
and who killed hill two days ago ?	... `` i 'll be away from my wife for five weeks .	0
hundreds .	the award criteria shall be able to assess the assessment of the ability of the entity to complete the proposed action or work programme .	0
and everyone that heareth these sayings of mine and doeth them not shall be likened to a foolish man which built his house upon the sand. ``	and anyone who hears the words has these , and fails them , likened men to a fool who has built his house on the sand. ``	1
“ no , jump ship engines .	`` no , the ship 's engines designed for leaps .	1
she 's dangerous indeed . but pasiphae stands unabashed in the light .	she is dangerous , yes , but pasiphae stands without embarrassment in the light .	1
i love you more than you could possibly know .	i know this is an inconvenience , kelly , but i have to ask you one question .	0
they can laugh at me all they want . because two more years until i retire with full benefits and pension .	i 'm retiring in two years , with all the advantages , and full pensions .	1
meantime , we 've got to alert the public and have them avoid that site .	in the meantime , we need to alert the public to avoid the site .	1
we 'll release her tonight , but you understand that in cases like this , counseling is mandatory .	there will be a new reason for them this afternoon .	0
has mrs. brown arrived yet ?	mom , she 's practically a stand-up .	0
identity document code	personal document code	1
well , that ’ s because you don ’ t know how to talk to them .	and trust me when they come , we should be as far away as possible .	0
ca n't you just give ben a key to the city , here , now , in your office , where no one will know your shame ?	ca n't you give ben here and now , in an office where no one knows about your shame ?	1
each theft is completely different and unique , classic in its conception .	merry christmas , angel .	0
now , what are these ?	what is this ?	1
( f ) the time-table of the vaccinations to be carried out .	( f ) the timing of the vaccination plan to be carried out .	1
we do n't want you to drop the lawsuit .	pete , i ca n't go through it .	0
let 's go , boys . there we go .	come on , guys , let 's go .	1
he saw the look of fear on the young italian ’ s face .	you want to hear something real , pace ?	0
the formal investigation is being extended , secondly , to measures benefiting ryanair , namely :	the formal procedure is further extended to the measures on which and benefiting ryanair , namely :	1
he waved treatle away with his long white hands and closed his eyes .	you have the pharaoh .	0
funny , is n't it ?	you honor your country .	0
she 's bitching up for something big , sid .	she took three , washed them off with the rest of the wheels .	0
hey , have you noticed that the new kid in town has been all over your trailer-park ex ?	did not think garcia had his wife 's affair	0
i did it for the pure joy of the thing .	how are you doing ?	0
oh ... thank you . that-that is so sweet .	thank you .	1
what if i could give you foolproof investment advice ?	what if i gave you a reliable investment board ?	1
thanks , honey .	thank you .	1
sam , you ca n't blame what that demon did to your shoulder on -- on me .	what the demon did to you , you ca n't throw at me .	1
if they catch us , we 're dead .	if they get us , we 're done !	1
the applicant is ordered to bear its own costs and to pay those of the defendant and the intervener .	orders the applicant to pay the costs , including the costs incurred by the defendant and other party proceedings .	1
as i passed the sitting room , i heard the prisoner in there , talking to mrs french .	when i was around the living room , i heard the defendant and mrs. french .	1
the appeal brought against that decision under article 43 of regulation no 44/2001 was unsuccessful .	he was north of bash , south of the shooting range .	0
yeah , a little bit .	a little .	1
he 's the man , he 's the best man .	he 's the best .	1
this guy did somethin ' besides raping all day .	the guy did anything except rape all day .	1
well , i 'm sure you know already .	but what 's so puzzling about me is that i was on that table as tight as travis marshall 's on the altar .	0
i 'll let her say no .	let her say it !	1
spidey inline skates and pogo stick ?	spidey 's inline skates and spidey 's jump pole ?	1
can you repeat all that back ? ''	bring the food ! ``	0
i 've come for the boy , mo .	i 'm going to get that boy , mo .	1
i spend every day wandering around that place , trying to find something that will jog my memory .	this is our city .	0
obscure , meaningless words .	you probably ... would have enjoyed incredible sex .	0
johnnie always travelled with a .38 pistol tucked into his belt .	so let 's lift our packs .	0
it stops the action of the osteoclasts , the cells that are involved in breaking down the bone tissue .	this substance blocks the activity of osteoposts , cells involved in cutting off the bone tissue .	1
i could n't ask for anyone better .	i 've heard the men i work with .	0
the sex tape of her and johnny gage is out there , and she does n't know who has it .	the defense concludes the findings of a witness .	0
oh , god ... just go .	the test shows that even when humid conditions , magnesium does not germinate .	0
we 're going to talk again tonight .	what 's your sign ?	0
the heir to the robert factories gave it to me because i screwed with him	the heir to roberts ' races gave it to me 'cause i fucked him .	1
no hours so dark had pippin known , not even in the clutches of the uruk-hai .	he had never known pippin for such a dark hour , even in the claws of the skurut-hai .	1
i mean , it 's even gon na be a learning experience for adrian and me .	and it 's even gon na be a good experience for adrian and me .	1
every one of the codringtons turned their heads and their faces lit with pleasure .	i 've never seen him .	0
when the horses are eaten ?	what things ? ``	0
allowing visualization of muscles and individual muscle fibers .	it gives visibility to muscle and muscle fibers .	1
and nine ... ... nine rings were gifted to the race of men ... ... who , above all else , desire power .	authorities farther from the heart begin to die .	0
studio 's head , les grossman refuses to finance additional search effort saying , quote :	the director of the studio , les grossman refuses to fund their next search , and he says , quote :	1
i was about to tell him .	i told him .	1
despite their arcane origin , each was helpless before the combined might of his arm and valheru power .	please line up the options below for their importance .	0
there 's the gal i know .	i know this girl .	1
the eesc endorses the removal of this threshold , believing that this will encourage more such proposals .	i got an offer from another company .	0
and then i read what killed them ... ... and i realized that i 'd seenhow the next person was gon na die .	and then i read how they died , and i realised i had seen	1
do n't know about you ... but , i 'm staying up , all night , tonight .	i mean , i do n't know about you , but i 'll be out all night .	1
what does she do ?	what 's he doing ?	1
adam : i wish i had a better view of the cemetery from here .	she forced the words out of herself , rather whispered , `` in his belly .	0
`` ca n't you at least give us some reason for your concealment ?	that this is probably why women can do better with more activities at once .	0
so you 're saying this spacecraft crashed in the year ... 1709 .	so you 're saying that this ship fell in ... 1709 .	1
you know , pretty soon you 're laughing and hugging . before you know it , you 've forgotten the whole thing .	well , in a minute , you 're laughing and hugging and you forget about the whole thing .	1
`` if i were you , i would n't come back at all , '' she said .	`` well , if i were you , i probably would n't have come , '' she said .	1
remy : you leave that house , you 're an enemy to me and you 're a danger to amanda .	if you leave the house , you will be my enemy and danger to amanda .	1
in preparation for this , the commission will assess whether the conditions for the inclusion of specific pathways , as set out above , are met .	who turned it off ?	0
a new start . and with a chance that one day your husband can come back to you and your child .	i 've had enough , human cub .	0
nature abhors a paradox .	you want a scrambled drink ?	0
no rows found .	well , what time does he usually come ?	0
we wo n't hurt you so come down !	with one condition ... that the owner must be allowed to serve 500 mews to the rescue of my soul .	0
what about charlotte ?	it was sergeant rowley .	0
a world in which every country wants a weaker exchange rate is not without precedent .	they just told me that within 10 days i would receive notice .	0
eba shall use that information to benchmark diversity practices at union level .	you just have to look at what 's happened since they found it .	0
oh , we all in danger , baby .	did he have the wind ?	0
if you force him to marry elsewhere , although i am only a girl , you 'll know you have an enemy .	give me my wife .	0
i knew that . shh .	i know that !	1
i ca n't see a thing !	i do n't see anything !	1
take it from here , saul .	instead , he 's just another football player who can really cheat .	0
he 's just a child . . .	let 's see if they can be proud of you .	0
yeah , well , elise refused to go out with me , said she had a thing .	yeah , elise refused to come out with me .	1
when i hear the cuckoo sing , i remember their voices .	when i hear the cuckoos , i always think of their voices .	1
well , if he dies we 'll never know what . or find emmet .	well , if he dies , we 'll never know what he 's hiding , and we 'll never find emmet .	1
“ forgive me , your excellency . ”	god damn it , it 's a little with me as you wish , but watch your tongue in front of my daughter .	0
on the packaging of the product intended for sale , the name ‘ oscypek ’ may be replaced or supplemented by the dialect word : ‘ oszczypek ’ .	all rescue personnel are on standby ... .. .apparently we have another victim who fell down a hole .	0
in cities all over the world , flute bands have been removed and quarantined , but more may still be out there .	rachel immediately forgot her question , leaning into 242 alleyway to see ahead .	0
for whatever you wish .	john will be here in ten days .	0
occasionally , he staggered .	the injury was too serious .	0
`` of course , the church has been far less militant in the last century or so , '' said drunah , looking out over the desert .	'well , the church has not been particularly militant in the last century , 'said ojaunt , looking up into the desert .	1
her hind legs are really bothering her ... but i found this great vet over at the animal hospital - that place on the east side .	but i found a great vet in an animal hospital there on the east side .	1
i know how to change the tire on my big wheel , how to tip a host to get a table by the skee ball .	but if you break the rule that matters , it 's meant to protect people .	0
in an alien , vampire world called starside on the other side of the möbius continuum , there at least it might be called a grin .	there 's no other periodic table than mendeleev 's ! ``	0
there was certainly one respect in which loren far eclipsed brant .	loren was certainly more than that in one respect .	1
you did n't say much in the car on the way home .	put your clothes on . come with me .	0
when a beautiful movie star is impressed with my fake law enforcement credentials , i 'm in .	when a beautiful movie star is intrigued by my self-righteous defense of law , i 'm in .	1
'farewell for this time ! ' he said .	'see you in the meantime ! 'he said .	1
my point is , pretending to be an alien is a valuable coping mechanism i 've used many times .	i mean , pretending to be an alien is a great method for controlling the situation , i 've used so many times .	1
you know , sunday is the one day of the week i do n't like .	sunday is a day i do n't like .	1
somebody has totally lost his funny bone this morning .	someone 's completely lost their sense of humor this morning .	1
iris : daddy ?	daddy ?	1
fine piano ,	i know . depends , but what ?	0
here he comes .	hell , he 's in the east .	0
this has been subject to consultation with stakeholders but the government has yet to announce its position .	thank you .	0
too many . but finally the empire is realising that there is a better way .	but the empire was finally aware that there was a better way .	1
let it out like you 're on a roller coaster !	out with the roller coaster !	1
eleven . soon after 11 .	it 's after 11 : 00 .	1
okay , please , just leave . oh !	please leave .	1
“ the ships are safe .	`` the boats are fine .	1
so for example , let 's say this entrepreneur d .	for example , let 's say this entrepreneur d wants to build a factory .	1
hear , hear .	listen , listen .	1
`` all right , 0 mighty magician , do you want my help or can you make it under your own power ? '' asked gilla .	well , i mean , what kind of music does stiff nutters ...	0
and no battle ?	not even a fight ?	1
the sticky side of the patch should not be touched .	do not touch the adhesive side .	1
i 'll send you home to your mother crying like a baby !	how to build a bond car with a limited budget .	0
zarb is trying to change our ways .	zarb is trying to change all this .	1
in dark shadows , my loneliness grieving	i demand a cone of silence .	0
well , look at it .	you think i do n't know about you ?	0
it 's nice to know people still stay together no matter what .	all right , kids , these nice people ... ... they 're gon na take you to your parents ' house waiting for you out there .	0
our bridal shower is tomorrow .	i 'm tired of standing in front of a jury .	0
teppicymon tottered forward and grabbed the door of the pyramid .	ptepicchamon stepped forward and leaned against the entrance board of the pyramid .	1
so what brings you by , celia ?	what brings you here , celie ?	1
it looks like we have a nice , clean friction print .	looks like we got a nice piece of print .	1
sir ? you should be cutting the ribbon now . no matter .	you really think he 'd walk into this country ?	0
well , just think about that for a minute .	in death as much as in life. ``	0
socio-economic sciences and the humanities security and space euratom fp7 is organised in two specific programmes .	the social , economic and humanities of science security , the universe 's fp7 is divided into two specific programmes .	1
hold back the reporters !	keep up those reporters !	1
# moods that take me and erase me #	# the lady who will take me and throw me . #	1
in austria , the specific conditions of particular regions are reflected and delivered by regional self-governments and should therefore be reflected in their local development strategies .	obviously terrible situations	0
go brush your tooth .	it 's okay .	0
i ai n't talking to you , i do n't like you !	is there a problem ?	0
man ( over radio ) : the november 's opening her outer doors .	november opens the outer door .	1
and a tight line in from number eight , guy martin .	probable cause , my ankle 's at the crime scene , the dna ...	0
despite his familiarity with scenes of war , partridge shuddered .	partridge shuddered , though he was accustomed to war scenes .	1
let 's imagine we was back all those years ago when you was fighting russia .	at least take dessert for you and your fiancé .	0
a clarification on this aspect would be welcomed .	the edps would welcome the clarification of this aspect .	1
we 're gon na be ushers at the wedding .	we will be featured at the wedding .	1
or he 's hiding .	or the killer was hiding .	1
is that your hat ? he said .	no , kill him , courtney !	0
i have dreamed a dream and now that dream has gone from me .	`` i had a dream ... and the dream was washed away . ''	1
come on . we 're getting out of here .	you got that word from me , or is yours ?	0
now , i do n't see a damn reason why we should settle for being in fifth place , yo !	tied at - hand and foot in a ...	0
so christ will forgive me .	because you always think so .	0
this story is due in four days .	yes , something went wrong .	0
already uploaded to the cloud .	it 's already in the cloud .	1
i 'm prepared to fend off any of its attacks .	come here , max .	0
i definitely saw and heard !	i 've seen it and i 've heard .	1
colin :	fruit bread .	0
why do n't you cool out , old dude ?	why do n't you get some rest , old man ?	1
i like the way you 're put together .	did my wife say the same thing ?	0
when you 've got your breath back , you 're going to tell me everything that man said to you , starting from the beginning .	when you catch your breath , you 'll tell me everything he told you .	1
i was watching that .	where 's buster ?	0
her shoulders and her knees .	shoulders and knees .	1
morgan licked his lips and craned his neck to look up at the car ’ s headliner , as if to read a message there .	morgan licked his lips and turned to look at the ceiling , as if from his upholstery he wanted to read a report .	1
|| article 80 article 3	a global framework for environmental monitoring in europe : we measure what we need to drive .	0
what do you think i just said ?	but that can wait .	0
mmh , no .	i 'm not clear how they suspected me .	0
so clear and piercing was the note that the others stood amazed to hear such a sound come from those old bearded lips .	i 'm doing a chunchullo , a traditional colombian dish , for tonight 's family dinner .	0
`` made out of dung and concrete , that one , '' observed o'malley .	`` made from manure and concrete , '' o'malley observed .	1
i mean , i know you two are close .	a few days ago , julie came to me and told me everything .	0
you 'll get a call .	someone will call you .	1
i 've forgotten the question .	i forgot my question .	1
tell me , what did we fight that battle for ?	tell me why we fought the battle .	1
way to take care of yourself .	you can take care of yourself .	1
not anymore .	you could have said anything , any lie .	0
listen , the point is , a lot of the foods we eat come from delicious animals like this guy right here .	but i really , really , really do n't think i 'm going to be amused .	0
now , plants they could mate by dispersing their seed to the wind or having an insect come by and fertilize them .	i did n't say vor did want you for yourself , did i ? '	0
dragon 's ruse	the dragon trick	1
don ’ t judge him solely on that , john .	however , do n't judge him by just that , john .	1
anyway , freedom of the press can not be dealt with lightly .	and you will be able to return to learning .	0
but he loathed politics , and he had neither interest nor ability in the dishonorable game of intrigue .	but he hated politics , and he was not interested in the ability to use intrigue .	1
`` i dread the search , though . ''	`` but the search frightens me . ''	1
`` he did n't say anything to them , not then , '' stebbins said .	`` he did n't tell them anything , at least not at the moment , '' stebbins replied .	1
did they ask for a ransom ?	there 's something i 've always kept secret from you .	0
and in return , i 'm mentoring a bright young mind .	you did n't steal anyone .	0
can you escape ?	can you run ?	1
he fucked her on my birthday .	he put it on my birthday .	1
hi , kyle .	i fell in love with sebastian .	0
but he also had n't reckoned on having so much trouble with his lost goddess siveni when he summoned her up .	but he did n't expect to have much trouble with the lost goddess siveni he had summoned back .	1
this is hideous .	this is disgusting .	1
i 'm not always taking her side , this ...	i 'm destroyed , john .	0
a thin plume of grey smoke was drifting from his mouth , and his stomach expanded and contracted like a bellows .	a thin strip of grey smoke was running out of his mouth , and his stomach was swelling , and he was emptying like blacksmiths .	1
why would he like to lose your weather with someone as you ?	why would she be wasting time with those like you ?	1
tashingford , the chemist , appeared at his door , in shirt sleeves and an apron , with his photographic plate holders in his hand .	you know , i should do the same thing with my ex .	0
i had a brother . andy . my dad was tougher on him than he was on me .	is he boxing yet ?	0
scott e. parazynski	and who gave her such a thing ?	0
bring the widow over here , otherwise she 's gon na get lonely .	then i 'll explain .	0
sk južnoslovenská vinohradnícka oblasť whether or not followed by galantský vinohradnícky rajón wine with a protected designation of origin ( pdo )	pt vinho licoroso algarve wine with a protected geographical indication ( pgi )	1
the spade , shovel , and crowbar lay at intervals along a fifteen-foot trench in the forest floor .	so i shall carry out this analysis only for the sake of completeness and in brief .	0
like it 's not a big deal .	it 's no big deal .	1
“ four square trabucchi , of course . ”	i remember everything .	0
she lay there in the snow , flapping her arms and legs to make the outline of an angel in the snow .	`` what about twins ? ''	0
you know that ?	you sure ?	1
they got white guys at your school ?	do white boys go to school there too ?	1
two steps back .	you-two steps back .	1
it means the dropship 's still tied into all of our major systems .	`` magma dome , '' the pilot said .	0
i thought this summer i would take off a couple of months . but it ai n't no big deal .	i thought i 'd take a couple of months for that in the summer , but it 's not worth it .	1
`` i 'm glad for macnelly 's sake as well as the state 's , '' said duane .	when i play a high game , it pisses me off when someone talks .	0
tiny little acorn penis ?	i 've got a lot of your letters , but it 's all written so i can wait for this and that .	0
i can tell you things about your life . your father misses you .	but what if someone attacks you if i 'm sunk ?	0
they ca n't hear us .	we do n't have a connection . they wo n't hear us .	1
that was pretty cool .	that was quite good .	1
say , `` max , that 's your ass . `` ooh !	tell me , `` max , this is your butt . ''	1
he ran into my knife 10 times .	he ran at him ten times .	1
do n't shout	do n't scream !	1
take a few days .	they 'll be here in a few days .	1
saint ignatius would stub out cigars on the soles of his bare feet .	the saint ignatius was weighing cigarettes on his bare feet .	1
my name is dr. gonzo .	elena , listen , you promise me you wo n't come out .	0
i 'm gon na drop off the equipment now .	i 'll leave the equipment there now .	1
i have been standing in the shadows of the hall , all this time , watching the scene through a crack in the nearly closed door .	what is this guy trying to do to destroy us ? ``	0
bobby : sorry .	i 'm sorry .	1
he 's gon na be okay , right ?	`` do n't worry about what i 've done or done .	0
'clanless , ' heboric said from the forecastle .	sixty-seven seconds later he fell to his knees and fired his arms to his neck .	0
then i ransacked my house and hid our possessions in niles ' cabin .	then i threw our stuff away and hid something in niles ' house .	1
i wan na take gossip girl down for good .	do you want to go home ?	0
'odd , dear emancipor reese uttered those very words , in an identical tone , not half a bell ago . '	get him to the or .	0
i 'm outa here .	i 'm out of here .	1
he had the smoothest skin and the largest blue eyes .	'without a clan , 'heboric said from the front .	0
why did you disguise as linglong ?	why do you dress for linglong ?	1
no , there 's some really terrible animals out there .	no , it 's because of ugly animals .	1
if neutropenia develops ( absolute neutrophil count < 1.3 x 103/l ) it may be appropriate to interrupt or discontinue myfenax .	i only carried him to the arlington cemetery .	0
izzy 's not here .	i 'd rather play with you .	0
without showing any surprise about it , moneo tells me that siona was part of a rebellion against you .	moneo vaguely told me that siona was part of the rebellion against you .	1
good , but maybe he does n't know the way to jail	`` i also remember that i 've never seen you so surprised before .	0
staring at her reflection in the hospital mirror , cassi brought herself back to the present .	the picture in the hospital mirror returned it to the present .	1
the ghost herd in the sky	a herd of spirits in the clouds	1
all his wealth is forfeit .	it was strange enough that when i opened my mind and cleaned my head from the things that plagued me , i felt immensely .	0
yeh , and there 's one more problem .	yeah , vince , we got some coffee .	0
i do n't know what happened . all the other tests went perfectly .	have n't you two got enough for today ?	0
did i ever tell that i -- always had a fantasy to do it with a pregnant chick .	i may be sodomite , baby , but i still believe jesus did n't pay me back .	0
what more can i say except to say that i apologize ?	what else can i say besides `` i 'm sorry '' ?	1
it must be acknowledged that other elements in the more remote ancestry of the regulation might militate in favour of recognition and enforcement .	a bottle of hardwood ?	0
after nikki 's respiratory treatment , angela listened carefully to her chest .	you declined our request .	0
it 's just a joke i like to say .	at least he had already begun to heed his warning from a possible epidemic and had been mobilised by the authorities .	0
okay , so she was killed in that hour .	oh , you suck !	0
i slept next to the same woman for 40 years , god rest her soul .	exactly ... the debt should be paid as quickly as possible .	0
she 'll fight like she always fights .	he will fight the way he always fights .	1
first plea : infringement of the fundamental right to inviolability of one 's premises by reason of lack of prior judicial authorisation .	we have a new address ...	0
connect to port ( right )	looks like you pulled the plug .	0
notice that ?	add code fragment	0
penny , she has n't been there for five months .	if you 're the one with the money , you can afford it .	0
notice how in the count room nobody ever seems to see anything .	to us , and to the many others involved in their son 's burgeoning night .	0
so what is the input value for which g is equal to negative 2 ? so this graph over here , this is y equals g of x .	so what is the input value for which g equals -2 ?	1
i- in any case , they challenged us to a game and we accepted , but i guess we were n't quite aware of all the rules .	`` did she take this down the path around the lake ? ''	0
she keeps flashing contempt , anger .	i did n't mean to .	0
'all the power comes from the same source , ' kevin explained .	he could never lose or be under pressure .	0
hey , kiddo , it 's dad . it 's been a while .	of course , we know how we stand .	0
everyone remember that ?	the results of the review findings of the director-general of europeaid are set out in the edf report .	0
monday ? what 's that supposed to mean ?	monday ?	1
now , as johnny dwelled more intimately on the pleasures he intended taking with or from the girl , harry very quietly spoke up and said :	who believed in talking dog when they stood up ?	0
and there , again .	and there .	1
you 're the love of my life.i ca n't leave you .	he limped out of the shadow of the rock , moving slowly towards the three living .	0
what do you want him for ?	you do n't mess with anyone in texas .	0
you and l , we have lots of fun , do n't we , lolita ?	so tell me now .	0
no matter how important every penny is to me , i ca n't drive for you lowlifes anymore .	i do n't care how important every penny is for me .	1
i do n't know , when i left word for her . she and oscar were supposed to be in court earlier this morning ,	i do n't know . the last time she told me she was supposed to be in court early in the morning .	1
it was one of the little points benjamin the great wrote into the constitution to emphasize the sword 's primacy .	furthermore , that concept will depend even on the nature of the product and the media used .	0
what it can do is create a structure untainted by terrorism , suicide bombers and competing militias .	the saudi protectorate can help to create a structure that will not be impaired by terrorism , suicide bombing or against self-fighting militia .	1
say what ?	i got everything i wanted for my birthday .	0
got one more save to make tonight .	jewellery and valuable items are usually inherited by the eldest son , and he also usually has his first name after his father .	0
proof of that was right here on the roof with me , in the shape of the gurgling , fitfully twitching ehrig .	and she says , `` god told me . ''	0
bedelia was always very unstable , even when she was much younger .	she was always unbalanced , even when she was young .	1
he picked me up , hands sliding over my undies , cupping my buttocks .	he held me up , his hands sliding down my trousers , and he took my half in my hands .	1
have you ever thought about your plans , like ?	and have you considered your plans ?	1
worked with one before ?	have you ever worked with this before ?	1
oh , yeah . that muscle feels terrible .	i 'm a little pissed off here .	0
yes , of course .	of course , sir .	1
it 's almost as in the old dream of michelangelo ...	yes ... . siblings who have large families .	0
did you hear my diagnosis on the dwarf ?	did you hear my diagnosis about the lifeline ?	1
linda : hi , dougie .	let 's talk about a new assignment .	0
the death toll is expected to rise .	the number of victims is expected to increase .	1
areas where article 3 ( 2 ) ( a ) is not applicable > table >	| areas in which article 3 ( 2 ) ( a ) is not applicable	1
oh . it says here you were born without a uterus ? yeah .	it says here that you were born without a womb ?	1
none of the running audio players ( % 1 ) are playing anything .	your stamina surprises me .	0
daylight .	now it 's your turn .	0
it 's as though they live there , as though they can pass through us .	there are girls there , as if they were living there , as if they had come through us .	1
college is to broaden your world ... ... not pack up your english teacher , bring him with you .	excuse me .	0
fucking guinea motherfucker .	i broke the alarm just as soon as i punched him .	0
these latter proceedings must be winding-up proceedings .	these proceedings must be liquidated .	1
archiving .	there 's an archive .	1
no . it 's cool .	i was addicted to you !	0
he just ... sometimes wants to talk things over ... with someone every now and then .	if you click no , you will be able to continue processing files on this device .	0
`` never mind what i did or did n't do .	what exactly is happening right now ?	0
after that , i hope to be able to recreate my creative faculty .	then i may be able to recreate my creative power .	1
`` no chance , '' riley said .	death will follow , even if you touch him .	0
who are these babies ?	as soon as you call , the people who show up will be from the medical examiner 's office .	0
you can call in the first man .	think about this ... genius .	0
i 'm sorry -- simon , i have to go back .	i 'm sorry .	1
the husband of your dreams .	your husband 's husband .	1
how the hell did we manage that ?	they would have discovered our connection and emily would be compromised .	0
somewhere . up in the sky , maybe . somewhere .	somewhere up there , maybe .	1
the furnaces would cool , the shutters break , and the dogs , trained to bring death , would have it come to them in their turn .	the boilers will be cold , the shutters break , and for the dogs , trained possums of death , death will come for change .	1
did you miss the area of ​​the rings again ?	have you lost your ring again ?	1
an mldonkey frontend for kde	`` drink moxie , the only non-alcoholic beverage '' with the amazing moxie harbor. ``	0
they were colonel redfield 's idea of how to make his men more fearsome .	the wallets have already surpassed 2,500 km since their departure from nigeria .	0
finish gmail setup	complete the gmail settings	1
i thought his parents were rich .	no rich parents ?	1
it needed work .	it needed .	1
that business plan shall be assessed and its implementation monitored by or under the responsibility of the member state or the managing authority .	the hole in the skull and brain matches the gunshot wound .	0
i 've come to take a bath and will tell my master what you 've been doing .	i thought if he wanted to lock you up , we 'd run away together , like we planned .	0
okay , we 're popular , and we would like to stay that way .	we 're popular and we want to keep it that way .	1
he offered them .	he sacrificed them .	1
brother pod ! ! !	it 's only a matter of time , captain , when we will be able to control your transporters .	0
“ i knew these people , ” doc paige said , stepping forward .	`` i know these people , '' said dr paige , stepping forward .	1
ok , ok , ok .	i do n't want to kill anyone , either , but here you are in a situation , either us or them .	0
some additional tests might be necessary .	do n't go to bed	0
well , that 's the real difference .	well , that 's a big difference .	1
we 'll be thrown out onto the streets .	he 'll throw us out on the street .	1
are you guys going to sleep over ?	will you sleep with me ?	1
do you want to feel what you see ?	thank you , doug .	0
( 4 ) see annex 3 .	if he wins , he 'll hire me .	0
all right , i should probably go deal with the press .	okay , i better get the press .	1
i kept thinking about this and that , my thoughts were as numerous as the wathans .	i kept thinking about it and the other , i had so many thoughts of what the wathan .	1
19 the applicants have requested measures of organisation of procedure with a view to the production by the commission of various documents .	it had never occurred to him that shared grief could act as an aphrodisiac .	0
you 're an honored guest , eddie .	you 're an honest guest , eddie .	1
typhoid transport !	now , if you do n't immediately play the music with stone , there will be time for our death . '	0
page her or another cardiac surgeon .	call her or another heart surgeon .	1
if dekker did see roman , he 's gon na get the hell out of dodge .	if he saw dekker roman , he 's gon na want to get out of here .	1
they 'll stop at nothing to try and get a picture .	big , dumb , you know , one who 's not nice .	0
well , maybe so , joe bob .	he could see that even with an oxygen mask , he was very difficult to breathe .	0
our tech guys	look , i 'll do it , and i promise he 'll know about the mayor .	0
therefore , the material injury suffered by the ci can not be attributed to a contraction in demand on the community market ’ .	no , i have to go see shekhar .	0
you do n't get it . you do n't get it .	no , you do n't understand .	1
huh ? - magic .	magic .	1
hey , do you want to hang out with us ?	is grandpa there with you ?	0
i spoke with a nurse there , sir , she says he 's got a few weeks at most .	i talked to my sister there , sir , she said she had a few weeks left at best .	1
otherwise i might have been worried , like some stupid cow .	of course , technically , it is true that there is still a war between us , but it is rarely seen recently , and mostly by accident .	0
do n't try to fuck with us , what good is this junk ?	do n't try to fuck with us .	1
games , mostly .	dad , we know where the kids are from , you know ?	0
he was a worker , a true frontiersman .	he was a real border worker .	1
clara , take charge !	why do you think there 's no reward ?	0
we met before it started . and when was that meeting ?	we met before he started .	1
all you did was hang around and eat our eggs !	the appeal , which a. bero appealed against that decision , dismissed the landgericht frankfurt am main .	0
he was n't saving up for a rainy day . he was saving for something , something to do with this .	13 sec ( 2007 ) 241	0
what are you bothering me and everyone in the room here .	you know they probably kick our asses , but at least we can get a ride .	0
i ’ m talking !	i 'm talking !	1
two hundred fifty syllables to a name and we use just one of them .	it 's funny that you mentioned it .	0
over 1,200 hours of continuous dancing , and yet there they still are , fighting , struggling to stay in the race	for more than 1200 hours they 've been dancing nonstop ... ... and keep fighting ... ... to stay in the race .	1
you 've got to see this couple from yesterday having tantric sex .	what do you mean ?	0
funny . i was gon na say the same thing to him .	it was only two packages , dad .	0
no , it was n't .	he 's got better things to do .	0
hey , how about that ?	hey , what about this ?	1
what is happening here ?	he could remain as calm and solemn as he always was , unfazed and unnerving .	0
finally , the upwards adjustment in recoveries means that fewer contributions are needed ( eur 33 million less for 2005 and 2006 ) .	good guess .	0
please , understand .	i hate the way they fuck up everywhere and so ...	0
it has prompted a call for strengthened economic governance and financial regulation at eu level .	colin .	0
it is some sort of a federal regulation that nascent high-tech companies must not hire pudgy fifty-year-old support staff , the way big established companies do .	just me !	0
not a damn thing . but if you want to go to the grocery store with her , well , then , you want to be with her .	keep it quiet .	0
it was just a pattern of light and shade at first .	at first it was just a vague shape from light and shadow .	1
why exactly would you have that ?	what exactly do you have ?	1
seeking to ease her torment , i brought her a mirror of all her imperfections .	michael raffin , i 'm gay , and i 'm proud of it .	0
kazmir was pretty close when he said the guy on the phone sounded dutch .	kazmir was close enough when he said he sounded dutch .	1
they should make a phone for full-figured girls .	our research shows ... ... that nagi hassan , given an internal political situation ... .. .planned jaffa 's abduction .	0
and i really fancy a little game right now !	and i really like to play a little bit !	1
she 's right over there .	right there .	1
well bring 'em back in an hour .	do you have a aaa card ?	0
but seriously , i 'm on it .	seriously , i 'm working on it .	1
this is mr. conley .	this is conley .	1
newmoon	did i get up later ?	0
well ... important things .	characteristics of the specific action in the description of the actions in points 1.3 to , etc .	0
you witnessed one of your best friends die tonight . - it 's probably ...	you saw your best friend die .	1
mr. hagen said nobody knows where he is , that he ’ ll turn up in a little while . ”	that 's 20,000 rock members - 40,000 when counting branches , and 20,000 more disorganized who are ready to fight .	0
do you remember anything about the trip ? um ...	do you remember anything out of the way ?	1
but in the meantime , i have something that might interest you .	but i have something you might be interested in .	1
the forest and the sea mixed together .	i did n't take them .	0
moody and i have been married for seven years .	she took off her silky bra , and revealed some of her breasts .	0
what could be more revolting than rummaging through a strange man 's socks ? ugh !	`` mike , what the hell is going on with the assumption that i 'm infallible ? ''	0
the monk stared at him suspiciously .	the priest looked at him suspiciously .	1
